chat_id;user_id;message;extraversion_pole;context_0;context_1;context_2;distractor_1;distractor_2
74E2BDA8-C35C-4776-894F-22E94E26AAF2;speaker2;Ich würde gerne entschleunigen.;extrovert;Tschüss!;Die Zeit ist bald um! Schön mit dir zu sprechen!;Worauf würdest du denn gerne mehr achten?;Was ist dein Lieblingsessen?;Was ist dein Hobby?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Hi.;extrovert;Hi!;Hallo;Hi;Ich mag Suppe.;Was ist dein Lieblingsessen?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Hallo. Bananenweizen oder Strawberry Daiquiri? ;extrovert;Hi.;Hallo;Hi;Ich bin vegan.;Was ist dein Hobby?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Boah, was eine Frage. Ich würde vorsichtig mit Bananenweizen gehen weil ich noch keinen Daiquiri getrunken habe. Und du?;extrovert;Hallo. Bananenweizen oder Strawberry Daiquiri? ;Hi.;Hi;Wie meinst du das?;Super cool!
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Ich wäre beim Daiquiri, auch wenn der eigentlich sehr kalt ist. Aber Bananenweizen ist einfach zu mächtig. ;extrovert;Boah, was eine Frage. Ich würde vorsichtig mit Bananenweizen gehen weil ich noch keinen Daiquiri getrunken habe. Und du?;Hallo. Bananenweizen oder Strawberry Daiquiri? ;Hi.;Das tur mir leid.;Das tur mir leid.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Kommt dann auf die Situation an. Sitzen wir da entspannt am Strand, irgendwo an der Sonne oder sonst wo?;extrovert;Ich wäre beim Daiquiri, auch wenn der eigentlich sehr kalt ist. Aber Bananenweizen ist einfach zu mächtig. ;Boah, was eine Frage. Ich würde vorsichtig mit Bananenweizen gehen weil ich noch keinen Daiquiri getrunken habe. Und du?;Hallo. Bananenweizen oder Strawberry Daiquiri? ;Ich mag Suppe.;Was ist dein Hobby?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Immer am Strand! Im Szenario Alkoholtest muss der Strandkorb Maßstab sein. ;extrovert;Kommt dann auf die Situation an. Sitzen wir da entspannt am Strand, irgendwo an der Sonne oder sonst wo?;Ich wäre beim Daiquiri, auch wenn der eigentlich sehr kalt ist. Aber Bananenweizen ist einfach zu mächtig. ;Boah, was eine Frage. Ich würde vorsichtig mit Bananenweizen gehen weil ich noch keinen Daiquiri getrunken habe. Und du?;Was ist dein Lieblingsessen?;Super cool!
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Oh dann optimal. Ah mist, jetzt bin ich schon im Urlaubsmodus dadurch.;extrovert;Immer am Strand! Im Szenario Alkoholtest muss der Strandkorb Maßstab sein. ;Kommt dann auf die Situation an. Sitzen wir da entspannt am Strand, irgendwo an der Sonne oder sonst wo?;Ich wäre beim Daiquiri, auch wenn der eigentlich sehr kalt ist. Aber Bananenweizen ist einfach zu mächtig. ;Wie meinst du das?;Ich liebe Eis.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Hast du denn in naher Zukunft Urlaub geplant?;extrovert;Oh dann optimal. Ah mist, jetzt bin ich schon im Urlaubsmodus dadurch.;Immer am Strand! Im Szenario Alkoholtest muss der Strandkorb Maßstab sein. ;Kommt dann auf die Situation an. Sitzen wir da entspannt am Strand, irgendwo an der Sonne oder sonst wo?;Das tur mir leid.;Was ist dein Lieblingsessen?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Leider nicht, ich kann arbeitstechnisch erst wieder ab September. Aber dann sofern es dann noch geht. Und du? Schon fast am Strand?;extrovert;Hast du denn in naher Zukunft Urlaub geplant?;Oh dann optimal. Ah mist, jetzt bin ich schon im Urlaubsmodus dadurch.;Immer am Strand! Im Szenario Alkoholtest muss der Strandkorb Maßstab sein. ;Was ist dein Lieblingsessen?;Wie meinst du das?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Leider nein. Bin selbst wegen Arbeit frühestens im September on track.... Aber ich hab mir vorgenommen, im Sommer öfter in Biergärten, an den Kanal oder einen See in der Nähe zu fahren .  Wohin würdest du denn gerne in den Urlaub fahren?;extrovert;Leider nicht, ich kann arbeitstechnisch erst wieder ab September. Aber dann sofern es dann noch geht. Und du? Schon fast am Strand?;Hast du denn in naher Zukunft Urlaub geplant?;Oh dann optimal. Ah mist, jetzt bin ich schon im Urlaubsmodus dadurch.;Super cool!;Ich mag Suppe.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Oh da sitzen wir wohl im selben Boot.  Seen sind ja auch gut, oder einfach schon alleine etwas Abwechslung von Zuhause. Ich würde gerne mal nach Japan, aber ehrlich gesagt wäre mir gerade auch alles Warme recht. Hast du besondere Ziele wenn es wieder geht?;extrovert;Leider nein. Bin selbst wegen Arbeit frühestens im September on track.... Aber ich hab mir vorgenommen, im Sommer öfter in Biergärten, an den Kanal oder einen See in der Nähe zu fahren .  Wohin würdest du denn gerne in den Urlaub fahren?;Leider nicht, ich kann arbeitstechnisch erst wieder ab September. Aber dann sofern es dann noch geht. Und du? Schon fast am Strand?;Hast du denn in naher Zukunft Urlaub geplant?;Super cool!;Super cool!
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Eigentlich würde ich gerne mal nach Island, Irland, Schottland. Oder auch gerne nach Skandinavien. Ist zwar nicht warm, aber das nehme ich mir schon seit Jahre vor. ;extrovert;Oh da sitzen wir wohl im selben Boot.  Seen sind ja auch gut, oder einfach schon alleine etwas Abwechslung von Zuhause. Ich würde gerne mal nach Japan, aber ehrlich gesagt wäre mir gerade auch alles Warme recht. Hast du besondere Ziele wenn es wieder geht?;Leider nein. Bin selbst wegen Arbeit frühestens im September on track.... Aber ich hab mir vorgenommen, im Sommer öfter in Biergärten, an den Kanal oder einen See in der Nähe zu fahren .  Wohin würdest du denn gerne in den Urlaub fahren?;Leider nicht, ich kann arbeitstechnisch erst wieder ab September. Aber dann sofern es dann noch geht. Und du? Schon fast am Strand?;Was ist dein Lieblingsessen?;Ich bin vegan.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Irland und Schottland sind auch ganz schön und grün! ;extrovert;Eigentlich würde ich gerne mal nach Island, Irland, Schottland. Oder auch gerne nach Skandinavien. Ist zwar nicht warm, aber das nehme ich mir schon seit Jahre vor. ;Oh da sitzen wir wohl im selben Boot.  Seen sind ja auch gut, oder einfach schon alleine etwas Abwechslung von Zuhause. Ich würde gerne mal nach Japan, aber ehrlich gesagt wäre mir gerade auch alles Warme recht. Hast du besondere Ziele wenn es wieder geht?;Leider nein. Bin selbst wegen Arbeit frühestens im September on track.... Aber ich hab mir vorgenommen, im Sommer öfter in Biergärten, an den Kanal oder einen See in der Nähe zu fahren .  Wohin würdest du denn gerne in den Urlaub fahren?;Ich liebe Eis.;Ich bin vegan.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Aber ich wollte auch schon lange mal nach Griechenland. Das ist auch nicht so teuer, wobei man da wieder fliegen würde. Wollte nicht so oft fliegen und nach Großbritannien kommt man ja auch mit der Fähre.;extrovert;Irland und Schottland sind auch ganz schön und grün! ;Eigentlich würde ich gerne mal nach Island, Irland, Schottland. Oder auch gerne nach Skandinavien. Ist zwar nicht warm, aber das nehme ich mir schon seit Jahre vor. ;Oh da sitzen wir wohl im selben Boot.  Seen sind ja auch gut, oder einfach schon alleine etwas Abwechslung von Zuhause. Ich würde gerne mal nach Japan, aber ehrlich gesagt wäre mir gerade auch alles Warme recht. Hast du besondere Ziele wenn es wieder geht?;Was ist dein Hobby?;Was ist dein Hobby?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Ein bisschen regnerisch manchmal.;extrovert;Aber ich wollte auch schon lange mal nach Griechenland. Das ist auch nicht so teuer, wobei man da wieder fliegen würde. Wollte nicht so oft fliegen und nach Großbritannien kommt man ja auch mit der Fähre.;Irland und Schottland sind auch ganz schön und grün! ;Eigentlich würde ich gerne mal nach Island, Irland, Schottland. Oder auch gerne nach Skandinavien. Ist zwar nicht warm, aber das nehme ich mir schon seit Jahre vor. ;Ich mag Suppe.;Was ist dein Lieblingsessen?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Aber ich würde so gerne mal mit einem kleinen Camper um die Insel fahren und einfach überall anhalten, wo ich will. Und die Landschaft stelle ich mir unglaublich schön in Schottland vor. ;extrovert;Ein bisschen regnerisch manchmal.;Aber ich wollte auch schon lange mal nach Griechenland. Das ist auch nicht so teuer, wobei man da wieder fliegen würde. Wollte nicht so oft fliegen und nach Großbritannien kommt man ja auch mit der Fähre.;Irland und Schottland sind auch ganz schön und grün! ;Was ist dein Lieblingsessen?;Ich mag Suppe.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Möchtest du aus Umweltgründen nicht so viel Fliegen? Ich weiß gar nicht ob es tatsächlich eine alternative Möglichkeit zum Fliegen nach Griechland gäbe. ;extrovert;Aber ich würde so gerne mal mit einem kleinen Camper um die Insel fahren und einfach überall anhalten, wo ich will. Und die Landschaft stelle ich mir unglaublich schön in Schottland vor. ;Ein bisschen regnerisch manchmal.;Aber ich wollte auch schon lange mal nach Griechenland. Das ist auch nicht so teuer, wobei man da wieder fliegen würde. Wollte nicht so oft fliegen und nach Großbritannien kommt man ja auch mit der Fähre.;Wie meinst du das?;Ich bin vegan.
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker2;Ja genau, eigentlich nur so alle drei Jahre ein Flug. Maximal. Dankeschön für die schöne Unterhaltung mit dir!;extrovert;Möchtest du aus Umweltgründen nicht so viel Fliegen? Ich weiß gar nicht ob es tatsächlich eine alternative Möglichkeit zum Fliegen nach Griechland gäbe. ;Aber ich würde so gerne mal mit einem kleinen Camper um die Insel fahren und einfach überall anhalten, wo ich will. Und die Landschaft stelle ich mir unglaublich schön in Schottland vor. ;Ein bisschen regnerisch manchmal.;Das hab ich nicht verstanden.;Was ist dein Lieblingsessen?
7C150B4C-B2A0-49A1-A825-7817AEA2925F;speaker1;Oh ja, dann irgendwo in der Nähe der Klippen campen oder einfach in der Wildnis also da wo es geht. Gerne, danke dir!;extrovert;Ja genau, eigentlich nur so alle drei Jahre ein Flug. Maximal. Dankeschön für die schöne Unterhaltung mit dir!;Möchtest du aus Umweltgründen nicht so viel Fliegen? Ich weiß gar nicht ob es tatsächlich eine alternative Möglichkeit zum Fliegen nach Griechland gäbe. ;Aber ich würde so gerne mal mit einem kleinen Camper um die Insel fahren und einfach überall anhalten, wo ich will. Und die Landschaft stelle ich mir unglaublich schön in Schottland vor. ;Ich mag Suppe.;Ich bin vegan.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Hi;extrovert;Hi!;Hallo;Hi;Was ist dein Hobby?;Wie meinst du das?
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Hi;introvert;Hi;Hallo;Hi;Was ist dein Hobby?;Ich liebe Eis.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Wie geht es dir?;extrovert;Hi;Hi;Hi;Das tur mir leid.;Was ist dein Hobby?
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;sehr gut und dir?;introvert;Wie geht es dir?;Hi;Hi;Das hab ich nicht verstanden.;Ich liebe Eis.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Etwas müde, sonst aber auch gut.;extrovert;sehr gut und dir?;Wie geht es dir?;Hi;Super cool!;Das hab ich nicht verstanden.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Zu lange wach geblieben?;introvert;Etwas müde, sonst aber auch gut.;sehr gut und dir?;Wie geht es dir?;Super cool!;Das tur mir leid.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Ja, vielleicht auch. Ich habe ein paar anstrengende Wochen hinter mir. Vielleicht wird es für mich auch mal wieder Zeit für Urlaub. Fährst du noch weg?;extrovert;Zu lange wach geblieben?;Etwas müde, sonst aber auch gut.;sehr gut und dir?;Das hab ich nicht verstanden.;Das hab ich nicht verstanden.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Ich war letzte Woche im Urlaub auf Borkum. Weißt du schon wo es hin geht?;introvert;Ja, vielleicht auch. Ich habe ein paar anstrengende Wochen hinter mir. Vielleicht wird es für mich auch mal wieder Zeit für Urlaub. Fährst du noch weg?;Zu lange wach geblieben?;Etwas müde, sonst aber auch gut.;Was hast du morgen so vor?;Super cool!
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Ans Meer wäre schön . Wie war denn dein Urlaub?;extrovert;Ich war letzte Woche im Urlaub auf Borkum. Weißt du schon wo es hin geht?;Ja, vielleicht auch. Ich habe ein paar anstrengende Wochen hinter mir. Vielleicht wird es für mich auch mal wieder Zeit für Urlaub. Fährst du noch weg?;Zu lange wach geblieben?;Das hab ich nicht verstanden.;Was ist dein Lieblingsessen?
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Sehr schön, Borkum hat sehr schöne Strände, wo teilweise auch Robben liegen und auch sonst ist es keine schicki micki Insel mit den größten Hotels in der ersten Reihe. Ich kann Borkum nur empfehlen .;introvert;Ans Meer wäre schön . Wie war denn dein Urlaub?;Ich war letzte Woche im Urlaub auf Borkum. Weißt du schon wo es hin geht?;Ja, vielleicht auch. Ich habe ein paar anstrengende Wochen hinter mir. Vielleicht wird es für mich auch mal wieder Zeit für Urlaub. Fährst du noch weg?;Ich mag Suppe.;Ich mag Suppe.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Das hört sich toll an, ich war noch nie da. Wie sieht es denn mit Umweltschutz auf Borkum aus? Dürfen da normale Autos fahen oder nur Elektro Fahrzeuge?;extrovert;Sehr schön, Borkum hat sehr schöne Strände, wo teilweise auch Robben liegen und auch sonst ist es keine schicki micki Insel mit den größten Hotels in der ersten Reihe. Ich kann Borkum nur empfehlen .;Ans Meer wäre schön . Wie war denn dein Urlaub?;Ich war letzte Woche im Urlaub auf Borkum. Weißt du schon wo es hin geht?;Was ist dein Lieblingsessen?;Wie meinst du das?
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Normale Autos sind erlaubt, aber die Insel ist so klein, dass man besser alles zu Fuß oder mit dem Fahrrad macht. Es ist schon alles so gemacht, dass ein Auto nicht lohnt. ;introvert;Das hört sich toll an, ich war noch nie da. Wie sieht es denn mit Umweltschutz auf Borkum aus? Dürfen da normale Autos fahen oder nur Elektro Fahrzeuge?;Sehr schön, Borkum hat sehr schöne Strände, wo teilweise auch Robben liegen und auch sonst ist es keine schicki micki Insel mit den größten Hotels in der ersten Reihe. Ich kann Borkum nur empfehlen .;Ans Meer wäre schön . Wie war denn dein Urlaub?;Wie meinst du das?;Super cool!
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Ah ok. Also warst du auch nur zu Fuß unterwegs?;extrovert;Normale Autos sind erlaubt, aber die Insel ist so klein, dass man besser alles zu Fuß oder mit dem Fahrrad macht. Es ist schon alles so gemacht, dass ein Auto nicht lohnt. ;Das hört sich toll an, ich war noch nie da. Wie sieht es denn mit Umweltschutz auf Borkum aus? Dürfen da normale Autos fahen oder nur Elektro Fahrzeuge?;Sehr schön, Borkum hat sehr schöne Strände, wo teilweise auch Robben liegen und auch sonst ist es keine schicki micki Insel mit den größten Hotels in der ersten Reihe. Ich kann Borkum nur empfehlen .;Was ist dein Lieblingsessen?;Super cool!
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Ja und mit dem Fahrrad. Das schöne ist, dass Autos teilweise hinter 20 Fahrrädern fahren und nicht vorbeikommen. Die Fahrräder sind in der Überzahl, dadurch fühlt es sich auch viel sicherer auf den Straßen an. Ist dir Umweltschutz wichtig?;introvert;Ah ok. Also warst du auch nur zu Fuß unterwegs?;Normale Autos sind erlaubt, aber die Insel ist so klein, dass man besser alles zu Fuß oder mit dem Fahrrad macht. Es ist schon alles so gemacht, dass ein Auto nicht lohnt. ;Das hört sich toll an, ich war noch nie da. Wie sieht es denn mit Umweltschutz auf Borkum aus? Dürfen da normale Autos fahen oder nur Elektro Fahrzeuge?;Ich mag Suppe.;Das hab ich nicht verstanden.
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Das kann ich mir vorstellen. Das wollte ich dich auch gerade Fragen . Ja, mir schon, und dir?;extrovert;Ja und mit dem Fahrrad. Das schöne ist, dass Autos teilweise hinter 20 Fahrrädern fahren und nicht vorbeikommen. Die Fahrräder sind in der Überzahl, dadurch fühlt es sich auch viel sicherer auf den Straßen an. Ist dir Umweltschutz wichtig?;Ah ok. Also warst du auch nur zu Fuß unterwegs?;Normale Autos sind erlaubt, aber die Insel ist so klein, dass man besser alles zu Fuß oder mit dem Fahrrad macht. Es ist schon alles so gemacht, dass ein Auto nicht lohnt. ;Was ist dein Lieblingsessen?;Super cool!
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Ja schon sehr. Aber es ist ein unfassbar komplexes Thema, was auch viele nicht verstehen, weil sie nicht direkt stark betroffen sind. Deswegen macht es mir schon Sorgen, wenn man sich anschaut für wie viele schon das Tragen einer Maske zu viel ist.  Noch eine Minute.;introvert;Das kann ich mir vorstellen. Das wollte ich dich auch gerade Fragen . Ja, mir schon, und dir?;Ja und mit dem Fahrrad. Das schöne ist, dass Autos teilweise hinter 20 Fahrrädern fahren und nicht vorbeikommen. Die Fahrräder sind in der Überzahl, dadurch fühlt es sich auch viel sicherer auf den Straßen an. Ist dir Umweltschutz wichtig?;Ah ok. Also warst du auch nur zu Fuß unterwegs?;Was ist dein Hobby?;Super cool!
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker1;Ja. das sehe ich auch leider oft. Erst wenn man direkt betroffen ist, fängt man an, etwas zu ändern. Ich sag schon mal bis bald!;extrovert;Ja schon sehr. Aber es ist ein unfassbar komplexes Thema, was auch viele nicht verstehen, weil sie nicht direkt stark betroffen sind. Deswegen macht es mir schon Sorgen, wenn man sich anschaut für wie viele schon das Tragen einer Maske zu viel ist.  Noch eine Minute.;Das kann ich mir vorstellen. Das wollte ich dich auch gerade Fragen . Ja, mir schon, und dir?;Ja und mit dem Fahrrad. Das schöne ist, dass Autos teilweise hinter 20 Fahrrädern fahren und nicht vorbeikommen. Die Fahrräder sind in der Überzahl, dadurch fühlt es sich auch viel sicherer auf den Straßen an. Ist dir Umweltschutz wichtig?;Ich liebe Eis.;Was hast du morgen so vor?
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;speaker2;Das war ein schönes Gespräch, bis dann!;introvert;Ja. das sehe ich auch leider oft. Erst wenn man direkt betroffen ist, fängt man an, etwas zu ändern. Ich sag schon mal bis bald!;Ja schon sehr. Aber es ist ein unfassbar komplexes Thema, was auch viele nicht verstehen, weil sie nicht direkt stark betroffen sind. Deswegen macht es mir schon Sorgen, wenn man sich anschaut für wie viele schon das Tragen einer Maske zu viel ist.  Noch eine Minute.;Das kann ich mir vorstellen. Das wollte ich dich auch gerade Fragen . Ja, mir schon, und dir?;Ich bin vegan.;Das hab ich nicht verstanden.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Hi.;extrovert;Hi!;Hallo;Hi;Ich mag Suppe.;Ich mag Suppe.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Hallo.;extrovert;Hi.;Hallo;Hi;Ich mag Suppe.;Was ist dein Hobby?
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Alles gut?;extrovert;Hallo.;Hi.;Hi;Super cool!;Ich bin vegan.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Ja soweit schon, allerdings ist es heute sehr warm. Das ist etwas anstrengend. Hab heute schon Eis gegessen und saß vorm Ventilator, das hat geholfen.;extrovert;Alles gut?;Hallo.;Hi.;Super cool!;Das tur mir leid.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Ja, das stimmt. Die Hitze macht einem echt zu schaffen. Hast du dir denn zur Abkühlung schon ein Eis gegönnt? Das wollte ich gerade fragen .;extrovert;Ja soweit schon, allerdings ist es heute sehr warm. Das ist etwas anstrengend. Hab heute schon Eis gegessen und saß vorm Ventilator, das hat geholfen.;Alles gut?;Hallo.;Ich liebe Eis.;Was ist dein Hobby?
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Sehr gut! Es war hier auch Gewitter angekündigt, aber bisher warte ich leider erfolglos darauf.;extrovert;Ja, das stimmt. Die Hitze macht einem echt zu schaffen. Hast du dir denn zur Abkühlung schon ein Eis gegönnt? Das wollte ich gerade fragen .;Ja soweit schon, allerdings ist es heute sehr warm. Das ist etwas anstrengend. Hab heute schon Eis gegessen und saß vorm Ventilator, das hat geholfen.;Alles gut?;Super cool!;Super cool!
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Ich genauso. Allerdings bin ich dadurch auch trocken zu meinem Eis gekommen.;extrovert;Sehr gut! Es war hier auch Gewitter angekündigt, aber bisher warte ich leider erfolglos darauf.;Ja, das stimmt. Die Hitze macht einem echt zu schaffen. Hast du dir denn zur Abkühlung schon ein Eis gegönnt? Das wollte ich gerade fragen .;Ja soweit schon, allerdings ist es heute sehr warm. Das ist etwas anstrengend. Hab heute schon Eis gegessen und saß vorm Ventilator, das hat geholfen.;Das hab ich nicht verstanden.;Das hab ich nicht verstanden.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Ah immerhin hat es dann auch was gutes!;extrovert;Ich genauso. Allerdings bin ich dadurch auch trocken zu meinem Eis gekommen.;Sehr gut! Es war hier auch Gewitter angekündigt, aber bisher warte ich leider erfolglos darauf.;Ja, das stimmt. Die Hitze macht einem echt zu schaffen. Hast du dir denn zur Abkühlung schon ein Eis gegönnt? Das wollte ich gerade fragen .;Was ist dein Hobby?;Ich mag Suppe.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Grillt ihr auch?;extrovert;Ah immerhin hat es dann auch was gutes!;Ich genauso. Allerdings bin ich dadurch auch trocken zu meinem Eis gekommen.;Sehr gut! Es war hier auch Gewitter angekündigt, aber bisher warte ich leider erfolglos darauf.;Was hast du morgen so vor?;Das hab ich nicht verstanden.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Ich weiß garnicht, ob etwas geplant ist, kann tatsächlich sein, dass wir grillen. Auf jeden Fall wird am Sonntag gegrillt, das ist schon länger geplant. Da sieht's aber ja grade so aus, dass es Unwetter geben wird.;extrovert;Grillt ihr auch?;Ah immerhin hat es dann auch was gutes!;Ich genauso. Allerdings bin ich dadurch auch trocken zu meinem Eis gekommen.;Ich bin vegan.;Was ist dein Hobby?
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Achso. Nicht, dass ich Ahnung hätte, aber ich dachte die Franzosen wären so unsympathisch. Nein, ich habe noch nicht gegrillt. Ich habe selber keinen Balkon oder Garten und leider auch keine Freunde, die einen Grill haben . Wird es denn bei euch auch ein paar Tofu Würstchen oder Grillgemüse geben?;extrovert;Ich weiß garnicht, ob etwas geplant ist, kann tatsächlich sein, dass wir grillen. Auf jeden Fall wird am Sonntag gegrillt, das ist schon länger geplant. Da sieht's aber ja grade so aus, dass es Unwetter geben wird.;Grillt ihr auch?;Ah immerhin hat es dann auch was gutes!;Das tur mir leid.;Super cool!
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Ja. Es wurden schon spezielle Rezepte rausgesucht Grillsandwiches mit gegrillter Paprika, das wird dann doppelt gegrillt, und überbackene Kartoffeln mit Grillkäse. Ich habe noch keine guten TofuGrillwürstchen entdeckt. Ich werde auch nur zum gemeinsam grillen eingeladen, entweder bei meinen Eltern oder bei den Eltern meines Freunds. Sonst kenne ich auch keine Personen mit Grill.;extrovert;Achso. Nicht, dass ich Ahnung hätte, aber ich dachte die Franzosen wären so unsympathisch. Nein, ich habe noch nicht gegrillt. Ich habe selber keinen Balkon oder Garten und leider auch keine Freunde, die einen Grill haben . Wird es denn bei euch auch ein paar Tofu Würstchen oder Grillgemüse geben?;Ich weiß garnicht, ob etwas geplant ist, kann tatsächlich sein, dass wir grillen. Auf jeden Fall wird am Sonntag gegrillt, das ist schon länger geplant. Da sieht's aber ja grade so aus, dass es Unwetter geben wird.;Grillt ihr auch?;Ich mag Suppe.;Ich liebe Eis.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker1;Das hört sich ja super an! Überbackene Kartoffeln esse ich auch sehr gerne. Bei den Tofuwürstchen kann ich leider auch nicht behilflich sein, da kenne ich mich nicht aus. Bei mir haben auch nur meine Eltern einen Grill.  Ich hätte später gerne mindestens eins von beiden. Da ich mir aber noch nicht sicher bin, wie sich meine Zukunft gestalten wird, lässt sich das schwierig abschätzen. Vielleicht möchte ich auswandern oder sogar erst mal ganz ohne festen Wohnsitz leben. Hast du schon irgendwelche Pläne?;extrovert;Ja. Es wurden schon spezielle Rezepte rausgesucht Grillsandwiches mit gegrillter Paprika, das wird dann doppelt gegrillt, und überbackene Kartoffeln mit Grillkäse. Ich habe noch keine guten TofuGrillwürstchen entdeckt. Ich werde auch nur zum gemeinsam grillen eingeladen, entweder bei meinen Eltern oder bei den Eltern meines Freunds. Sonst kenne ich auch keine Personen mit Grill.;Achso. Nicht, dass ich Ahnung hätte, aber ich dachte die Franzosen wären so unsympathisch. Nein, ich habe noch nicht gegrillt. Ich habe selber keinen Balkon oder Garten und leider auch keine Freunde, die einen Grill haben . Wird es denn bei euch auch ein paar Tofu Würstchen oder Grillgemüse geben?;Ich weiß garnicht, ob etwas geplant ist, kann tatsächlich sein, dass wir grillen. Auf jeden Fall wird am Sonntag gegrillt, das ist schon länger geplant. Da sieht's aber ja grade so aus, dass es Unwetter geben wird.;Was ist dein Lieblingsessen?;Das tur mir leid.
8026D892-7773-43D9-AE24-214390AB0EF8;speaker2;Oh das klingt spannend! Darf ich fragen welches Land dich da besonders interessiert? Ich hätte in meiner nächsten Wohnung gerne einen Balkon und irgendwann dann mal gerne ein kleines Haus mit Garten. Das wäre toll Gemüse selber anzuplanzen oder Obstbäume zu haben! Allerdigns gibt es ja grade eine Debatte um Einfamilienhäuser, also wird sich da auch in Zukunft noch einiges ändern, bis ich mir mal ernsthaft Gedanken um so etwas mache. Kannst du dir vorstellen dann eher in einem Van zu leben oder als digitaler Nomade immer mal woanders zu wohnen?;extrovert;Das hört sich ja super an! Überbackene Kartoffeln esse ich auch sehr gerne. Bei den Tofuwürstchen kann ich leider auch nicht behilflich sein, da kenne ich mich nicht aus. Bei mir haben auch nur meine Eltern einen Grill.  Ich hätte später gerne mindestens eins von beiden. Da ich mir aber noch nicht sicher bin, wie sich meine Zukunft gestalten wird, lässt sich das schwierig abschätzen. Vielleicht möchte ich auswandern oder sogar erst mal ganz ohne festen Wohnsitz leben. Hast du schon irgendwelche Pläne?;Ja. Es wurden schon spezielle Rezepte rausgesucht Grillsandwiches mit gegrillter Paprika, das wird dann doppelt gegrillt, und überbackene Kartoffeln mit Grillkäse. Ich habe noch keine guten TofuGrillwürstchen entdeckt. Ich werde auch nur zum gemeinsam grillen eingeladen, entweder bei meinen Eltern oder bei den Eltern meines Freunds. Sonst kenne ich auch keine Personen mit Grill.;Achso. Nicht, dass ich Ahnung hätte, aber ich dachte die Franzosen wären so unsympathisch. Nein, ich habe noch nicht gegrillt. Ich habe selber keinen Balkon oder Garten und leider auch keine Freunde, die einen Grill haben . Wird es denn bei euch auch ein paar Tofu Würstchen oder Grillgemüse geben?;Das hab ich nicht verstanden.;Was ist dein Lieblingsessen?
